6	51	19	26.18	22	21.12	14
6	52	16	78.87	33	63.48	29
6	53	3	467.65	47	400.93	37
6	54	15	701.1	82	600.75	66
6	55	16	29.6	16	25.99	11
6	56	19	30.24	16	25.62	11
6	57	2	170.82	78	140.65	59
6	58	2	26	8	20.96	6
6	59	1	242.19	81	206.21	69
6	60	17	89.25	35	79.63	19
7	1	17	55.44	99	61.75	60
7	2	1	102.9	42	107.61	34
7	3	14	136.4	31	147.85	27
7	4	9	248.82	58	252.25	49
7	5	11	88.35	95	74.03	54
7	6	11	43.02	9	38	7
7	7	14	11	20	9.59	11
7	8	11	4.29	11	3.51	6
7	9	14	16	40	13.1	22
7	10	15	38	76	31.5	76
7	11	1	26.04	28	22.84	15
7	12	14	81.84	88	66.83	73
7	13	20	182.75	85	153.43	54
7	14	2	45.6	40	39.82	20
7	15	20	24.14	34	21.69	29
7	16	9	112.77	63	101.44	39
7	17	13	101.52	54	88.59	44
7	18	2	43.71	31	38.08	20
7	19	6	54.27	67	48.69	56
7	20	6	11.57	13	9.61	9
7	21	8	282.69	81	313.32	47
7	22	19	3.05	1	3.19	1
7	23	12	676.65	39	745.86	28
7	24	10	536.4	36	543.65	19
7	25	8	125.4	60	104.94	47
7	26	8	75.71	67	64.88	61
7	27	16	98.79	89	84.08	83
7	28	7	113.28	96	94.32	57
7	29	12	29.4	28	24.49	17
7	30	4	32.2	23	26.33	19
7	31	5	139.92	88	123.25	86
7	32	1	67.05	45	58.46	40
7	33	15	116.85	41	100.17	29
7	34	15	64.26	34	56.38	31
7	35	2	1.75	1	1.53	1
7	36	7	116.55	63	96.58	43
7	37	11	12.36	6	10.98	4
7	38	12	143.5	70	116.58	57
7	39	18	136.29	77	109.4	48
7	40	14	17.91	9	16	7
7	41	11	88.32	92	94.37	65
7	42	16	48.45	95	49.41	51
7	43	10	19.38	17	20.7	12
7	44	9	63	84	69.72	67
7	45	11	25.35	39	20.45	32
7	46	5	53.95	83	44.77	55
7	47	6	8.75	7	7.06	7
7	48	1	91.35	87	79.55	75
7	49	14	125.13	97	107.58	66
7	50	4	32	20	27.49	18
7	51	10	15.47	13	12.64	13
7	52	3	102.77	43	82.73	22
7	53	12	427.85	43	374.97	42
7	54	17	179.55	21	144.12	19
7	55	17	35.15	19	30.09	17
7	56	20	49.14	26	43.22	26
7	57	19	4.38	2	3.7	1
7	58	8	250.25	77	225.16	68
7	59	16	266.11	89	227.92	73
7	60	20	40.8	16	34.84	10
8	1	14	13.44	24	14.34	13
8	2	4	39.2	16	43.96	10
8	3	17	30.8	7	33.35	6
8	4	4	321.75	75	333.13	39
8	5	20	70.68	76	63.13	75
8	6	18	406.3	85	331.86	61
8	7	6	41.25	75	33.88	61
8	8	18	7.41	19	6.63	11
8	9	6	6	15	4.95	15
8	10	14	47.5	95	42.68	50
8	11	20	52.08	56	44.49	38
8	12	17	91.14	98	81.77	89
8	13	19	150.5	70	126.01	60
8	14	5	28.5	25	25.34	20
8	15	16	55.38	78	47.61	61
8	16	20	41.17	23	33.1	15
8	17	1	5.64	3	4.68	2
8	18	3	71.91	51	60.54	30
8	19	13	55.89	69	47.26	61
8	20	8	40.05	45	34.47	26
8	21	5	104.7	30	115.3	26
8	22	20	280.6	92	312.2	68
8	23	8	399.05	23	436.6	12
8	24	14	968.5	65	1046.22	55
8	25	18	131.67	63	105.44	35
8	26	5	53.11	47	44.47	46
8	27	6	81.03	73	71.97	56
8	28	9	56.64	48	45.4	32
8	29	13	77.7	74	63.9	43
8	30	6	67.2	48	59.43	37
8	31	16	117.66	74	102.71	42
8	32	9	111.75	75	97.16	70
8	33	12	171	60	152.67	45
8	34	12	69.93	37	56.54	34
8	35	15	150.5	86	123.66	81
8	36	1	61.05	33	50.17	27
8	37	9	16.48	8	13.4	6
8	38	20	34.85	17	27.98	12
8	39	4	84.96	48	68.47	38
8	40	2	95.52	48	76.72	40
8	41	12	9.6	10	9.75	8
8	42	9	9.18	18	9.23	15
8	43	14	35.34	31	35.75	17
8	44	16	28.5	38	30.94	33
8	45	16	8.45	13	7.35	7
8	46	9	46.8	72	37.57	61
8	47	3	76.25	61	62.53	40
8	48	15	103.95	99	86.62	92
8	49	12	56.76	44	47.56	24
8	50	4	73.6	46	60.09	34
8	51	8	65.45	55	52.39	51
8	52	19	78.87	33	66.58	33
8	53	20	9.95	1	8.37	1
8	54	6	769.5	90	630.27	61
8	55	12	112.85	61	92.21	51
8	56	11	5.67	3	4.64	2
8	57	2	19.71	9	16.88	8
8	58	8	139.75	43	124.36	41
8	59	20	137.54	46	114.07	29
8	60	9	155.55	61	131.97	31
9	1	20	1.12	2	1.2	1
9	2	2	173.95	71	179.43	64
9	3	20	237.6	54	260.14	34
9	4	13	287.43	67	310	63
9	5	10	89.28	96	76.22	60
9	6	12	229.44	48	197.28	26
9	7	9	41.25	75	36.8	38
9	8	6	3.51	9	2.9	5
9	9	13	12	30	9.72	25
9	10	5	21.5	43	17.6	38
9	11	1	84.63	91	70.28	59
9	12	18	12.09	13	10.1	9
9	13	14	6.45	3	5.23	2
9	14	14	30.78	27	25.06	18
9	15	17	32.66	46	28.75	43
9	16	4	50.12	28	43.74	23
9	17	7	169.2	90	142.61	83
9	18	9	122.67	87	105.63	50
9	19	6	9.72	12	7.81	11
9	20	17	18.69	21	16.47	19
9	21	3	209.4	60	214.77	49
9	22	12	283.65	93	284.83	59
9	23	8	1665.6	96	1704.27	86
9	24	19	342.7	23	376.74	14
9	25	14	14.63	7	12.43	4
9	26	9	29.38	26	23.51	20
9	27	13	37.74	34	30.68	21
9	28	9	62.54	53	52.45	50
9	29	12	5.25	5	4.25	5
9	30	8	28	20	23.03	12
9	31	5	52.47	33	46.32	31
9	32	2	8.94	6	7.77	3
9	33	3	22.8	8	20.1	4
9	34	19	90.72	48	77.76	32
9	35	19	164.5	94	146.34	73
9	36	9	1.85	1	1.58	1
9	37	15	35.02	17	30.2	16
9	38	14	49.2	24	39.75	14
9	39	1	8.85	5	7.5	3
9	40	3	179.1	90	151.67	78
9	41	1	27.84	29	28.24	19
9	42	1	10.71	21	11.26	14
9	43	7	27.36	24	28.26	14
9	44	16	23.25	31	24.91	19
9	45	7	24.7	38	20.26	20
9	46	11	14.95	23	12.11	18
9	47	5	67.5	54	59.49	39
9	48	10	12.6	12	10.22	7
9	49	19	5.16	4	4.57	3
9	50	17	48	30	39.02	28
9	51	5	69.02	58	57.26	51
9	52	3	95.6	40	79.03	23
9	53	1	895.5	90	788.06	74
9	54	7	76.95	9	64.14	8
9	55	19	175.75	95	148.46	65
9	56	10	168.21	89	151.31	80
9	57	4	32.85	15	27.27	14
9	58	1	178.75	55	143.48	47
9	59	3	275.08	92	221.17	50
9	60	8	15.3	6	13.17	5
10	1	3	15.68	28	15.77	18
10	2	18	66.15	27	69.98	26
10	3	13	224.4	51	234.55	34
10	4	3	17.16	4	18.56	4
10	5	8	12.09	13	9.86	13
10	6	1	4.78	1	3.76	1
10	7	14	38.5	70	31.89	45
10	8	14	14.04	36	11.48	35
10	9	11	19.6	49	16.97	26
10	10	14	0.5	1	0.42	1
10	11	9	40.92	44	33.25	34
10	12	20	35.34	38	30.59	33
10	13	4	131.15	61	110.97	49
10	14	17	93.48	82	79.43	79
10	15	2	2.84	4	2.46	3
10	16	6	53.7	30	48.19	17
10	17	10	172.96	92	151.3	89
10	18	14	46.53	33	38.75	23
10	19	4	72.09	89	59.88	87
10	20	5	43.61	49	36.26	30
10	21	8	188.46	54	188.84	40
10	22	11	109.8	36	111.73	30
10	23	1	1457.4	84	1607.78	49
10	24	3	551.3	37	582.87	36
10	25	12	158.84	76	135.98	66
10	26	6	63.28	56	52.48	49
10	27	4	42.18	38	36.44	34
10	28	6	82.6	70	69.34	59
10	29	3	64.05	61	53.93	54
10	30	9	135.8	97	113.98	49
10	31	12	17.49	11	14.1	8
10	32	19	116.22	78	101.24	64
10	33	2	282.15	99	248.13	71
10	34	8	81.27	43	72.55	30
10	35	10	59.5	34	48.03	27
10	36	20	57.35	31	48.66	21
10	37	7	84.46	41	75.99	40
10	38	20	170.15	83	140.66	71
10	39	7	28.32	16	23	14
10	40	10	21.89	11	18.75	11
10	41	19	34.56	36	38.46	30
10	42	10	18.87	37	21.13	20
10	43	5	45.6	40	47.64	36
10	44	5	74.25	99	81.01	78
10	45	13	40.95	63	33.99	52
10	46	19	9.75	15	8.21	12
10	47	7	86.25	69	75.26	37
10	48	13	3.15	3	2.62	2
10	49	20	16.77	13	13.91	10
10	50	15	43.2	27	34.8	20
10	51	10	116.62	98	100.7	64
10	52	13	88.43	37	73.3	22
10	53	4	885.55	89	764.8	75
10	54	6	290.7	34	239.98	19
10	55	18	170.2	92	140.29	72
10	56	18	58.59	31	52.15	27
10	57	3	192.72	88	171.24	85
10	58	18	13	4	10.71	2
10	59	3	2.99	1	2.44	1
10	60	14	209.1	82	186.31	47
11	1	8	53.2	95	59.71	66
11	2	19	215.6	88	231.03	63
11	3	6	369.6	84	386.45	46
11	4	14	60.06	14	60.6	12
11	5	5	16.74	18	14.56	13
11	6	16	119.5	25	103.95	15
11	7	19	23.65	43	20.28	24
11	8	2	7.8	20	6.52	15
11	9	12	26	65	21.21	42
11	10	9	5	10	4.05	6
11	11	17	63.24	68	55.16	67
11	12	2	35.34	38	30.93	30
11	13	9	49.45	23	42.27	14
11	14	1	55.86	49	46.89	36
11	15	12	35.5	50	29.09	32
11	16	4	64.44	36	53.49	19
11	17	12	48.88	26	42.3	13
11	18	16	23.97	17	20.17	10
11	19	3	62.37	77	54.17	67
11	20	6	19.58	22	16.98	18
11	21	13	45.37	13	45.58	10
11	22	8	259.25	85	272.72	76
11	23	11	1544.15	89	1595.23	70
11	24	6	208.6	14	209.29	12
11	25	13	204.82	98	173.2	88
11	26	2	90.4	80	72.39	51
11	27	13	32.19	29	28.3	27
11	28	5	106.2	90	90.08	49
11	29	8	96.6	92	85.08	85
11	30	2	26.6	19	22.02	16
11	31	1	1.59	1	1.37	1
11	32	19	96.85	65	82.59	43
11	33	18	219.45	77	178.04	45
11	34	16	86.94	46	74.4	30
11	35	18	59.5	34	51.52	34
11	36	3	24.05	13	21.13	7
11	37	5	59.74	29	49.38	16
11	38	20	65.6	32	54.65	17
11	39	1	136.29	77	113.04	73
11	40	7	163.18	82	142.44	61
11	41	20	62.4	65	69.23	37
11	42	11	13.77	27	14.96	26
11	43	5	3.42	3	3.83	2
11	44	8	41.25	55	45.34	52
11	45	19	25.35	39	21.44	30
11	46	7	24.7	38	22.13	33
11	47	2	58.75	47	52.33	39
11	48	6	7.35	7	6.23	6
11	49	16	113.52	88	96.45	88
11	50	16	4.8	3	4.18	1
11	51	13	94.01	79	76.83	50
11	52	11	205.54	86	178.04	83
11	53	13	288.55	29	231.25	29
11	54	1	607.05	71	518.1	54
11	55	11	68.45	37	60.47	35
11	56	15	137.97	73	124.04	69
11	57	18	2.19	1	1.96	1
11	58	8	110.5	34	94.23	29
11	59	17	125.58	42	102.82	28
11	60	18	183.6	72	161.51	70
12	1	6	8.96	16	9.68	11
12	2	17	220.5	90	224.72	79
12	3	14	193.6	44	194.75	32
12	4	18	287.43	67	314.66	38
12	5	14	31.62	34	26.05	20
12	6	11	473.22	99	392.47	81
12	7	11	51.15	93	44.43	85
12	8	9	24.57	63	20.71	52
12	9	11	0.4	1	0.34	1
12	10	8	1	2	0.84	1
12	11	6	63.24	68	52.57	64
12	12	20	86.49	93	69.5	51
12	13	1	47.3	22	42.11	12
12	14	18	106.02	93	92.85	72
12	15	12	41.18	58	36.77	46
12	16	10	100.24	56	87.53	39
12	17	4	24.44	13	21.56	9
12	18	17	93.06	66	80.12	35
12	19	20	6.48	8	5.26	6
12	20	13	5.34	6	4.73	4
12	21	5	338.53	97	380.18	95
12	22	13	103.7	34	110.8	18
12	23	15	1110.4	64	1207.36	61
12	24	7	432.1	29	432.73	28
12	25	20	150.48	72	123.79	45
12	26	14	74.58	66	60.53	34
12	27	4	83.25	75	72.68	72
12	28	17	82.6	70	68.41	37
12	29	17	11.55	11	9.43	8
12	30	12	30.8	22	24.93	18
12	31	10	68.37	43	56.63	39
12	32	2	108.77	73	92.36	56
12	33	11	102.6	36	84.93	34
12	34	17	15.12	8	12.69	7
12	35	7	157.5	90	131.56	88
12	36	6	173.9	94	140.48	61
12	37	18	6.18	3	5.36	3
12	38	16	86.1	42	69.67	22
12	39	2	79.65	45	63.92	30
12	40	15	175.12	88	146.38	61
12	41	12	84.48	88	86.58	58
12	42	20	49.47	97	50.97	72
12	43	8	20.52	18	21.14	15
12	44	17	62.25	83	65.11	75
12	45	3	57.2	88	45.83	78
12	46	8	44.2	68	35.97	55
12	47	17	37.5	30	33.43	16
12	48	18	77.7	74	64.35	62
12	49	18	24.51	19	21.03	13
12	50	6	8	5	7.06	4
12	51	13	49.98	42	41.07	42
12	52	12	38.24	16	31.12	8
12	53	19	407.95	41	363.97	39
12	54	13	478.8	56	401.23	42
12	55	7	131.35	71	116.96	63
12	56	11	181.44	96	148.04	70
12	57	2	65.7	30	52.68	18
12	58	19	107.25	33	86.15	20
12	59	13	11.96	4	9.96	2
12	60	11	173.4	68	147.39	51
13	1	9	18.48	33	19.94	20
13	2	14	203.35	83	223.12	74
13	3	16	224.4	51	248.03	38
13	4	3	364.65	85	378.88	68
13	5	20	18.6	20	16.18	13
13	6	11	9.56	2	8.37	1
13	7	18	50.05	91	41.4	66
13	8	11	13.65	35	12.24	29
13	9	9	35.6	89	31.09	79
13	10	15	0.5	1	0.43	1
13	11	3	86.49	93	76.04	55
13	12	1	47.43	51	39.6	37
13	13	14	137.6	64	111.15	46
13	14	11	96.9	85	78.41	71
13	15	18	12.07	17	10.21	15
13	16	12	123.51	69	110.21	35
13	17	10	86.48	46	74.93	40
13	18	5	59.22	42	50.67	26
13	19	13	34.02	42	29.58	30
13	20	6	87.22	98	75.94	85
13	21	11	230.34	66	249.73	50
13	22	11	210.45	69	230.3	45
13	23	16	1474.75	85	1514.81	77
13	24	10	715.2	48	732.92	44
13	25	5	96.14	46	78.25	46
13	26	16	74.58	66	59.84	34
13	27	17	103.23	93	89.92	63
13	28	3	64.9	55	58.11	41
13	29	7	1.05	1	0.89	1
13	30	15	5.6	4	4.86	2
13	31	11	95.4	60	81.84	36
13	32	2	38.74	26	34.65	26
13	33	18	111.15	39	93.45	38
13	34	8	41.58	22	33.54	11
13	35	12	80.5	46	69.52	38
13	36	18	118.4	64	98.21	36
13	37	11	30.9	15	26.21	9
13	38	14	49.2	24	43.81	18
13	39	7	47.79	27	42.74	22
13	40	2	23.88	12	20.05	9
13	41	20	68.16	71	70.07	40
13	42	16	33.15	65	33.92	37
13	43	5	30.78	27	31.08	16
13	44	7	11.25	15	11.59	14
13	45	19	47.45	73	38.33	70
13	46	5	26.65	41	23.97	38
13	47	11	90	72	75.4	68
13	48	9	80.85	77	68.31	60
13	49	19	78.69	61	68.12	32
13	50	2	20.8	13	17.19	12
13	51	19	109.48	92	93.96	58
13	52	13	31.07	13	24.9	6
13	53	2	268.65	27	238.53	24
13	54	5	615.6	72	514.61	40
13	55	6	81.4	44	65.58	23
13	56	13	92.61	49	78.42	44
13	57	13	159.87	73	132.8	66
13	58	6	256.75	79	218.62	74
13	59	2	116.61	39	99.12	27
13	60	13	10.2	4	9.04	3
14	1	4	4.48	8	4.74	8
